id,data,period,topic_id,topic_label
2025-03-01_rolul-scolii-romaniaonesta-nicusorpresedinte,2025-03-01,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-01_solidaritatea-dintre-noi-romaniaonesta-nicusorpresedinte,2025-03-01,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-01_traim-poate-cele-mai-provocatoare-vremuri-din-ultimele-decen,2025-03-01,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-02_91-de-statii-stb-vor-primi-denumiri-noi-mai-precise-care-ref,2025-03-02,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-02_cea-mai-entuziasta-echipa-de-voluntari-la-nivel-national-ei,2025-03-02,2025Q2 campanie + investitură,6,6_voluntari_onestă_românia onestă_campaniei
2025-03-02_educatia-primita-de-la-parinti-romaniaonesta-nicusorpresedin,2025-03-02,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-02_mancarea-de-la-bunici-lapte-cu-mamaliga-romaniaonesta-nicuso,2025-03-02,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-02_marim-capacitatea-de-cazare-a-adapostului-de-caini-aspa-miha,2025-03-02,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-02_romania-pe-primul-loc-din-lume-la-matematica-romaniaonesta-n,2025-03-02,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-02_satul-bunicilor-romaniaonesta-nicusorpresedinte,2025-03-02,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-03_am-avut-onoarea-sa-primesc-astazi-la-sediul-primariei-capita,2025-03-03,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-03_bucuria-de-a-merge-la-scoala-romaniaonesta-nicusorpresedinte,2025-03-03,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-03_cand-vom-alege-pentru-urmatorii-5-ani-sa-nu-uitam-de-tinerii,2025-03-03,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-03_pe-panoul-de-la-liceul-radu-negru-din-fagaras-romaniaonesta,2025-03-03,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-03_vacantele-la-tara-la-bunici-romaniaonesta-nicusorpresedinte,2025-03-03,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-04_astazi-se-implinesc-48-de-ani-de-la-cutremurul-devastator-ca,2025-03-04,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-04_azi-serviciul-de-informatii-externe-al-rusiei-a-dat-un-comun,2025-03-04,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-04_in-2019-am-facut-o-promisiune-simpla-dar-esentiala-primaria,2025-03-04,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-04_viziunea-mea-pentru-un-viitor-guvern,2025-03-04,2025Q2 campanie + investitură,3,3_live_presă_declarații_politice
2025-03-05_astazi-am-avut-o-intalnire-extrem-de-interesanta-cu-reprezen,2025-03-05,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-05_interventia-presedintelui-trump-de-azi-noapte-din-congres-es,2025-03-05,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-05_organizam-cursuri-de-initiere-in-lumea-digitala-pentru-senio,2025-03-05,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-06_copiii-familia-iubirea-care-ne-tine-ancorati-in-aceasta-lume,2025-03-06,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-06_ne-vedem-la-cluj-sambata-vom-fi-la-cluj-dar-pana-atunci-trim,2025-03-06,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-06_o-afacere-de-familie-infiintata-in-1995-in-bacau-a-crescut-s,2025-03-06,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-07_acum-trei-luni-romanii-au-spus-clar-nu-se-mai-poate-au-cerut,2025-03-07,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-07_candidez-pentru-toti-romanii-onesti-din-tara-si-din-diaspora,2025-03-07,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-07_vrei-sa-fii-parte-din-schimbare-alatura-te-echipei-de-volunt,2025-03-07,2025Q2 campanie + investitură,6,6_voluntari_onestă_românia onestă_campaniei
2025-03-08_am-avut-ieri-placerea-de-a-oferi-flori-doamnelor-care-lucrea,2025-03-08,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-08_ce-ne-am-face-fara-femeile-din-viata-noastra-azi-sa-le-sarba,2025-03-08,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-08_de-8-martie-femeile-sunt-sarbatorite-cu-flori-si-complimente,2025-03-08,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-08_peste-15-000-de-puieti-si-arbori-forestieri-sunt-plantati-in,2025-03-08,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-08_vocea-oamenilor-va-conta-mai-mult-decat-vocea-politicienilor,2025-03-08,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-09_fiecare-conversatie-cu-tinerii-este-o-lectie-despre-dorinta,2025-03-09,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-09_interventii-pentru-repararea-strazilor-administratia-strazil,2025-03-09,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-09_sa-nu-uitam-niciodata-am-depus-astazi-o-coroana-de-flori-la,2025-03-09,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-11_facem-curatenia-de-primavara-in-parcurile-pe-care-le-adminis,2025-03-11,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-11_onest-cu-el-insusi-onest-cu-membrii-familiei-onest-cu-cei-di,2025-03-11,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-11_partidele-politice-corupte-care-au-promovat-incompetenti-in,2025-03-11,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-11_pe-nicusor-l-am-vazut-mereu-ca-pe-un-invingator-romaniaonest,2025-03-11,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-11_responsabilitate-tenacitate-si-acasa-si-in-societate-romania,2025-03-11,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-12_am-semnat-un-acord-cadru-pe-patru-ani-prin-administratia-str,2025-03-12,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-12_cand-m-am-intors-din-franta-n-am-suportat-nedreptatea-lupta,2025-03-12,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-12_domnul-cristian-tudor-popescu-mi-a-solicitat-la-finalul-inte,2025-03-12,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-12_m-am-revazut-la-alba-iulia-cu-un-prieten-vechi-alaturi-de-ca,2025-03-12,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-12_nicusor-ar-putea-sa-faca-din-romania-o-tara-din-care-sa-nu-s,2025-03-12,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-12_schimbari-prin-puterea-exemplului-romaniaonesta-nicusorprese,2025-03-12,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-13_34-4-milioane-de-euro-pentru-modernizarea-sistemului-de-term,2025-03-13,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-13_cea-mai-violenta-problema-cu-care-se-confrunta-multe-familii,2025-03-13,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-13_lucrurile-importante-nu-sunt-doar-cele-care-se-vad-la-supraf,2025-03-13,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-13_lupta-de-10-ani-cu-institutiile-strambe-ale-statului-si-cu-m,2025-03-13,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-13_niciodata-nu-am-suportat-nedreptatea-am-luptat-peste-10-ani,2025-03-13,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-13_tomograful-sonic-picus-detecteaza-in-mod-non-invaziv-eventua,2025-03-13,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-14_am-avut-o-intalnire-importanta-la-sediul-primariei-capitalei,2025-03-14,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-14_arcul-de-triumf-va-fi-deschis-permanent-pentru-vizitare-ince,2025-03-14,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-14_ce-le-as-spune-tinerilor-e-nevoie-de-o-schimbare-si-simt-si,2025-03-14,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-14_daca-vrem-sa-i-aducem-pe-romanii-plecati-acasa-trebuie-sa-le,2025-03-14,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-14_sarut-mana-aglaia-romaniaonesta-nicusorpresedinte,2025-03-14,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-14_te-astept-sambata-15-martie-in-orasele-tulcea-si-constanta-s,2025-03-14,2025Q2 campanie + investitură,6,6_voluntari_onestă_românia onestă_campaniei
2025-03-14_tinerii-au-nevoie-de-motive-sa-ramana-in-romania-si-sa-conti,2025-03-14,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-15_anul-acesta-se-implinesc-35-de-ani-de-la-citirea-proclamatie,2025-03-15,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-15_de-ziua-internationala-a-raurilor-angajatii-alpab-impreuna-c,2025-03-15,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-15_felicit-comunitatea-maghiara-din-romania-cu-ocazia-zilei-mag,2025-03-15,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-15_la-constanta-am-simtit-ca-oamenii-vor-cu-adevarat-o-schimbar,2025-03-15,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-15_romania-trebuie-sa-se-dezvolte-mult-mai-echilibrat-si-sa-imp,2025-03-15,2025Q2 campanie + investitură,-1,-1_români_românia_împreună_onestă
2025-03-16_in-zgomotul-electoral-a-fost-tratata-prea-discret-stirea-ca,2025-03-16,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-16_o-noua-actiune-de-informare-si-control-pentru-verificarea-ca,2025-03-16,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-16_tulcea-si-ivan-patzaichinivan-patzaichin-un-model-de-modesti,2025-03-16,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-17_un-bloc-de-locuinte-situat-pe-calea-victoriei-nr-101-va-fi-c,2025-03-17,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-17_unii-ma-considera-incapatanat-altii-ma-vad-perseverent-acest,2025-03-17,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-18_am-acordat-un-interviu-pentru-cotidianul-le-monde-in-care-am,2025-03-18,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-18_am-semnat-autorizatia-de-construire-pentru-restaurarea-palat,2025-03-18,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-18_transparenta-cheltuirii-banilor-cetatenilor-trebuie-sa-devin,2025-03-18,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-19_deschidem-inca-doua-noi-santiere-pentru-modernizarea-a-21-5,2025-03-19,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-19_multumesc-diaspora-sunt-impresionat-de-gestul-romanilor-din,2025-03-19,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-20_am-o-mare-admiratie-pentru-romanii-care-au-plecat-din-tara-a,2025-03-20,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-20_daca-voi-fi-ales-presedinte-voi-pune-in-practica-toata-exper,2025-03-20,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-20_ne-vedem-la-19-00-cu-amintiri-din-studentia-de-la-paris-nicu,2025-03-20,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-21_am-atribuit-contractul-pentru-realizarea-unui-nou-plan-integ,2025-03-21,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-21_combaterea-ferma-a-evaziunii-fiscale-si-recuperarea-justa-a,2025-03-21,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-21_increderea-cetatenilor-se-castiga-greu-si-se-pierde-usor-ale,2025-03-21,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-21_politicienii-sunt-alesi-pentru-a-servi-interesele-cetatenilo,2025-03-21,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-22_andrei-m-a-intrebat-ce-masuri-putem-lua-pentru-reducerea-def,2025-03-22,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-22_echipa-se-sustine-si-in-momente-dificile,2025-03-22,2025Q2 campanie + investitură,-1,-1_români_românia_împreună_onestă
2025-03-22_luna-sanatatii-orale-campanie-educationala-pentru-copii-in-s,2025-03-22,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-22_pozitia-11-pe-buletinul-de-vot-nicusorpresedinte-romaniaones,2025-03-22,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-23_anul-acesta-continuam-investitiile-in-modernizarea-transport,2025-03-23,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-23_romania-se-confrunta-cu-o-criza-de-datorie-si-cheltuieli-far,2025-03-23,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-23_suntem-multi-si-energici-impreuna-suntem-romania-onesta-volu,2025-03-23,2025Q2 campanie + investitură,6,6_voluntari_onestă_românia onestă_campaniei
2025-03-23_week-end-in-bucuresti-romaniaonesta-nicusorpresedinte-nd11,2025-03-23,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-24_asociatia-salvati-bucurestiul-a-fost-o-scoala-de-dreptul-urb,2025-03-24,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-24_fara-ego-pana-la-capat-pentru-a-opri-abuzurile-urbanistice-d,2025-03-24,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-24_tramvaiele-imperio-de-la-astra-arad-sunt-exemplul-perfect-ca,2025-03-24,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-24_un-presedinte-inovator-nicusorpresedinte-romaniaonesta,2025-03-24,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-24_una-dintre-cele-mai-importante-lupte-in-activitatea-mea-publ,2025-03-24,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-25_ce-ar-putea-face-nicusor-dan-ca-presedinte-nicusorpresedinte,2025-03-25,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-25_mergeai-cu-nicusor-dan-la-o-actiune-si-stiai-ca-merita-sa-lu,2025-03-25,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-25_nicusor-dan-a-avut-curajul-de-a-merge-dincolo-de-protest-ca,2025-03-25,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-25_si-alte-lucruri-ipotetice-despre-care-am-vorbit,2025-03-25,2025Q2 campanie + investitură,-1,-1_români_românia_împreună_onestă
2025-03-26_am-gestionat-o-situatie-financiara-complicata-la-primaria-ca,2025-03-26,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-26_de-ce-candidez-nicusorpresedinte-romaniaonesta-panalacapat,2025-03-26,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-26_incepem-modernizarea-liniei-de-tramvai-pe-bulevardul-expozit,2025-03-26,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-26_o-schimbare-profunda-a-sistemului-nicusorpresedinte-romaniao,2025-03-26,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-26_romania-e-pe-minus-e-nevoie-urgenta-de-reforme-pentru-a-echi,2025-03-26,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-26_un-presedinte-onest-care-poate-reforma-statul-roman-nicusorp,2025-03-26,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-26_viziunea-puterea-cuvantului-dat-pot-aduce-schimbarea-de-care,2025-03-26,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-27_4-ani-si-jumatate-de-munca-pentru-un-bucuresti-mai-functiona,2025-03-27,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-27_am-fost-invitat-de-mihai-morar-la-podcastul-fain-simplu-unde,2025-03-27,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-27_astazi-27-martie-marcam-107-ani-de-la-un-moment-esential-in,2025-03-27,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-27_astazi-este-ziua-internationala-a-teatrului-un-bun-prilej-sa,2025-03-27,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-27_telul-meu-este-sa-reconstruim-increderea-oamenilor-in-autori,2025-03-27,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-28_am-acordat-un-interviu-publicatiei-politico-si-am-raspuns-in,2025-03-28,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-28_functiile-publice-nu-sunt-mosteniri-de-familie-romania-are-n,2025-03-28,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-28_presedintele-trebuie-sa-fie-acolo-unde-se-iau-deciziile-voi,2025-03-28,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-28_vom-relua-lucrarile-pentru-finalizarea-proiectului-prelungir,2025-03-28,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-29_aderarea-republicii-moldova-la-uniunea-europeana-este-o-prio,2025-03-29,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-29_am-deschis-astazi-oficial-sediul-de-campanie-pentru-candidat,2025-03-29,2025Q2 campanie + investitură,-1,-1_români_românia_împreună_onestă
2025-03-29_primul-transplant-hepatic-din-2025-a-fost-realizat-cu-succes,2025-03-29,2025Q2 campanie + investitură,1,1_bucurești_str_oraș_fonduri
2025-03-29_un-raspuns-scurt-la-o-intrebare-clara-nicusorpresedinte-roma,2025-03-29,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-30_am-fost-invitatul-lui-radu-andrei-tudor-la-the-news-man-podc,2025-03-30,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-30_astazi-am-discutat-cu-sustinatorii-din-chisinau-despre-impor,2025-03-30,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-30_romanii-vor-o-schimbare-alegerile-prezidentiale-din-mai-vor,2025-03-30,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-31_am-vizitat-ieri-la-chisinau-cramele-cricova-un-adevarat-simb,2025-03-31,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-31_asa-cum-v-am-obisnuit-in-spiritul-transparentei-va-impartase,2025-03-31,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-03-31_voluntarii-campaniei-au-fost-si-in-acest-week-end-prezenti-i,2025-03-31,2025Q2 campanie + investitură,6,6_voluntari_onestă_românia onestă_campaniei
2025-04-01_psd-care-a-cheltuit-peste-50-de-milioane-de-euro-din-bani-pu,2025-04-01,2025Q2 campanie + investitură,4,4_sector bucurești_regina elisabeta_cpp_publicitar
2025-04-01_situatia-financiara-actuala-a-romaniei-este-similara-cu-cea,2025-04-01,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
2025-04-02_nicusor-dan-ar-putea-fi-un-presedinte-care-sa-aduca-prestigi,2025-04-02,2025Q2 campanie + investitură,0,0_românia_romaniaonesta_româniei_trebuie
