id,data,period,topic_id,topic_label
2025-02-26_nicusor-dan-despre-dovezile-pe-care-vrea-sa-le-vada-in-legat,2025-02-26,2024Q4-2025Q1 candidatură-precampanie,4,4_momentul_campania_trebuie_există
2025-02-27_nicusor-dan-despre-inculparea-lui-calin-georgescu-trebuie-sa,2025-02-27,2024Q4-2025Q1 candidatură-precampanie,4,4_momentul_campania_trebuie_există
2025-02-27_sume-uriase-si-tehnologie-avansata-nicusor-dan-despre-campan,2025-02-27,2024Q4-2025Q1 candidatură-precampanie,4,4_momentul_campania_trebuie_există
2025-03-07_nicusor-dan-candidatura-mea-este-candidatura-celor-240-de-mi,2025-03-07,2025Q2 campanie + investitură,3,3_cred_trebuie_oamenii_făcut
2025-03-07_nicusor-dan-fata-de-aceasta-decizie-a-ccr-ne-invartim-in-cee,2025-03-07,2025Q2 campanie + investitură,3,3_cred_trebuie_oamenii_făcut
2025-03-07_nicusor-dan-primul-candidat-care-s-a-inscris-oficial-la-prez,2025-03-07,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-03-14_buna-romania-nicusor-dan-romania-e-un-stat-bolnav-bec-trebui,2025-03-14,2025Q2 campanie + investitură,3,3_cred_trebuie_oamenii_făcut
2025-03-14_nicusor-dan-despre-premierul-ciolacu-este-evident-ca-toata-l,2025-03-14,2025Q2 campanie + investitură,3,3_cred_trebuie_oamenii_făcut
2025-03-19_nicusor-dan-am-discutat-cu-bolojan-la-cotroceni-despre-alege,2025-03-19,2025Q2 campanie + investitură,3,3_cred_trebuie_oamenii_făcut
2025-04-01_nicusor-dan-criticat-dur-dupa-declaratia-despre-introducerea,2025-04-01,2025Q2 campanie + investitură,5,5_românia_național_privește_statului
2025-04-02_nicusor-dan-ar-putea-fi-un-presedinte-care-sa-aduca-prestigi,2025-04-02,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-04-08_crin-antonescu-il-troleaza-pe-nicusor-dan-nu-mananc-medenele,2025-04-08,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-04-11_lasconi-arata-mesajul-de-la-nicusor-dan-cand-ii-cere-sa-se-v,2025-04-11,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-05-02_nicusor-dan-mesaj-pentru-romani-sa-aleaga-pe-cei-care-au-dov,2025-05-02,2025Q2 campanie + investitură,4,4_momentul_campania_trebuie_există
2025-05-04_nicusor-dan-am-votat-pentru-speranta-si-pentru-un-nou-incepu,2025-05-04,2025Q2 campanie + investitură,7,7_nicușor_românia_împreună_construit
2025-05-04_nicusor-dan-o-sa-fie-o-disputa-intre-un-candidat-pro-occiden,2025-05-04,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-05-04_nicusor-dan-sa-ne-raportam-cu-pruden-a-la-rezultatele-exit-p,2025-05-04,2025Q2 campanie + investitură,7,7_nicușor_românia_împreună_construit
2025-05-05_exclusiv-nicusor-dan-dupa-turul-i-al-prezidentialelor-urmeaz,2025-05-05,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-05-05_nicusor-dan-despre-turul-doi-ii-chem-pe-toti-romanii-sa-fie,2025-05-05,2025Q2 campanie + investitură,7,7_nicușor_românia_împreună_construit
2025-05-06_apelul-lui-nicusor-dan-dupa-evolutiile-pietei-financiare-din,2025-05-06,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-05-07_editie-speciala-nicusor-dan-anunta-ca-accepta-invitatia-lui,2025-05-07,2025Q2 campanie + investitură,1,1_există_cred_spus_momentul
2025-05-07_interviu-nicusor-dan-despre-criza-economica-in-care-poate-in,2025-05-07,2025Q2 campanie + investitură,3,3_cred_trebuie_oamenii_făcut
2025-05-07_nicusor-dan-despre-planul-lui-simion-de-concediere-a-bugetar,2025-05-07,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-05-07_nicusor-dan-interviu-exclusiv-pentru-euronews-romania,2025-05-07,2025Q2 campanie + investitură,1,1_există_cred_spus_momentul
2025-05-07_nicusor-dan-romania-are-nevoie-de-schimbare-dar-nu-una-care,2025-05-07,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-05-07_nicusor-dan-romania-are-nevoie-de-schimbare-dar-nu-una-care_yMbfqR,2025-05-07,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-05-10_nicusor-dan-nu-poti-sa-dai-afara-500-000-de-oameni-e-imposib,2025-05-10,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-05-14_nicusor-dan-dau-in-scris-ca-tva-nu-va-creste,2025-05-14,2025Q2 campanie + investitură,1,1_există_cred_spus_momentul
2025-05-15_educatia-e-o-problema-de-securitate-nationala-nicusor-dan-ce,2025-05-15,2025Q2 campanie + investitură,5,5_românia_național_privește_statului
2025-05-15_nicusor-dan-nu-sunt-izolationist-sunt-suveranist-ce-a-spus-c,2025-05-15,2025Q2 campanie + investitură,3,3_cred_trebuie_oamenii_făcut
2025-05-15_nicusor-dan-prima-reactie-dupa-jignirea-lui-simion-n-dan-con,2025-05-15,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-05-15_nicusor-dan-vs-george-simion-cele-mai-importante-momente-din,2025-05-15,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-05-16_fiul-lui-ratiu-mesaj-pentru-nicusor-dan-b1tv-16-mai-2025,2025-05-16,2025Q2 campanie + investitură,3,3_cred_trebuie_oamenii_făcut
2025-05-18_alegeri-prezidentiale-2025-mesajul-lui-nicusor-dan-dupa-apar,2025-05-18,2025Q2 campanie + investitură,7,7_nicușor_românia_împreună_construit
2025-05-18_nicusor-dan-am-votat-pentru-o-directie-europeana-nu-pentru-i,2025-05-18,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-05-18_nicusor-dan-dupa-ce-a-castigat-alegerile-prezidentiale-e-vic,2025-05-18,2025Q2 campanie + investitură,7,7_nicușor_românia_împreună_construit
2025-05-18_nicusor-dan-incepem-o-noua-etapa-de-maine-la-munca-sustinato,2025-05-18,2025Q2 campanie + investitură,7,7_nicușor_românia_împreună_construit
2025-05-18_romania-alege-cu-l-chiriac-discursul-presedintelui-nicusor-d,2025-05-18,2025Q2 campanie + investitură,7,7_nicușor_românia_împreună_construit
2025-05-19_nicusor-dan-despre-scenariul-unei-victorii-a-lui-george-simi,2025-05-19,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-05-19_nicusor-dan-despre-viitorul-premier-bolojan-ramane-optiunea,2025-05-19,2025Q2 campanie + investitură,1,1_există_cred_spus_momentul
2025-05-20_nicusor-dan-despre-planurile-pentru-romania-stiri-b1tv-20-ma,2025-05-20,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,2025-05-22,2025Q2 campanie + investitură,0,0_românia_parte_trebuie_spus
2025-05-22_nicusor-dan-anunta-primele-masuri-dupa-ce-a-fost-validat,2025-05-22,2025Q2 campanie + investitură,2,2_trebuie_cred_momentul_spus
2025-05-22_nicusor-dan-daca-sunt-amenintari-institutiile-isi-vor-face-d,2025-05-22,2025Q2 campanie + investitură,2,2_trebuie_cred_momentul_spus
2025-05-22_nicusor-dan-despre-cum-va-evita-romania-atacurile-hibride-tr,2025-05-22,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-05-22_nicusor-dan-despre-subventiile-pentru-partide-b1tv-22-mai-20,2025-05-22,2025Q2 campanie + investitură,1,1_există_cred_spus_momentul
2025-05-22_nicusor-dan-o-tinta-realista-de-deficit-este-7-5-din-pib,2025-05-22,2025Q2 campanie + investitură,1,1_există_cred_spus_momentul
2025-05-22_nicusor-dan-statul-roman-trebuie-sa-rezolve-obstacolele-pe-c,2025-05-22,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-05-22_nicusor-dan-trebuie-sa-lamurim-anularea-alegerilor-de-anul-t,2025-05-22,2025Q2 campanie + investitură,0,0_românia_parte_trebuie_spus
2025-05-22_nicusor-dan-urmeaza-un-nou-capitol-in-istoria-recenta-si-con,2025-05-22,2025Q2 campanie + investitură,5,5_românia_național_privește_statului
2025-05-23_nicusor-dan-propune-o-tinta-de-deficit-bugetar-de-7-5-din-pi,2025-05-23,2025Q2 campanie + investitură,1,1_există_cred_spus_momentul
2025-05-24_nicusor-dan-e-un-deficit-de-implicare-in-politica-statul-est,2025-05-24,2025Q2 campanie + investitură,5,5_românia_național_privește_statului
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,2025Q2 campanie + investitură,5,5_românia_național_privește_statului
2025-05-26_nicusor-dan-reformele-fiscale-sunt-inevitabile-e-obligatoriu,2025-05-26,2025Q2 campanie + investitură,1,1_există_cred_spus_momentul
2025-05-26_stirile-kanal-d-exclusiv-nicusor-dan-primul-discurs-ca-prese,2025-05-26,2025Q2 campanie + investitură,5,5_românia_național_privește_statului
2025-05-27_nicusor-dan-despre-fetita-sa-mi-a-zis-ca-m-am-plictisit-la-d,2025-05-27,2025Q2 campanie + investitură,7,7_nicușor_românia_împreună_construit
2025-05-28_mesajul-lui-nicusor-dan-inainte-de-consultarile-de-la-cotroc,2025-05-28,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-05-29_nicusor-dan-explica-de-ce-nu-vrea-un-premier-tehnocrat-in-vi,2025-05-29,2025Q2 campanie + investitură,1,1_există_cred_spus_momentul
2025-05-30_nicusor-dan-dupa-decizia-ccr-privind-declaratiile-de-avere-d,2025-05-30,2025Q2 campanie + investitură,-1,-1_românia_trebuie_spus_ani
2025-05-30_nicusor-dan-primele-discutii-cu-partidele-privind-formarea-g,2025-05-30,2025Q2 campanie + investitură,1,1_există_cred_spus_momentul
2025-05-30_presedintele-nicusor-dan-l-am-invitat-pe-donald-trump-in-rom,2025-05-30,2025Q2 campanie + investitură,0,0_românia_parte_trebuie_spus
2025-06-02_briefing-nicusor-dan-avem-un-stat-disfunctional-si-trebuie-s,2025-06-02,2025Q3 deficit + reforma economică,1,1_există_cred_spus_momentul
2025-06-02_conferinta-presa-nicusor-dan-concluzii-summit-si-situatia-di,2025-06-02,2025Q3 deficit + reforma economică,0,0_românia_parte_trebuie_spus
2025-06-03_nicusor-dan-anunturi-de-ultima-ora-despre-situatia-economica,2025-06-03,2025Q3 deficit + reforma economică,-1,-1_românia_trebuie_spus_ani
2025-06-03_nicusor-dan-cere-implicarea-serviciilor-secrete-pentru-a-com,2025-06-03,2025Q3 deficit + reforma economică,-1,-1_românia_trebuie_spus_ani
2025-06-03_romania-lui-vitalie-nicusor-dan-cere-implicarea-serviciilor,2025-06-03,2025Q3 deficit + reforma economică,-1,-1_românia_trebuie_spus_ani
2025-06-04_conferinta-de-presa-sustinuta-de-presedintele-romaniei-nicus_74PzSE,2025-06-04,2025Q3 deficit + reforma economică,1,1_există_cred_spus_momentul
2025-06-04_nicusor-dan-amenintarea-ruseasca-vizeaza-toata-europa-relati,2025-06-04,2025Q3 deficit + reforma economică,0,0_românia_parte_trebuie_spus
2025-06-04_nicusor-dan-despre-cheltuielile-statului-platim-o-pizza-medi,2025-06-04,2025Q3 deficit + reforma economică,1,1_există_cred_spus_momentul
2025-06-04_nicusor-dan-despre-situatia-bugetului,2025-06-04,2025Q3 deficit + reforma economică,1,1_există_cred_spus_momentul
2025-06-04_nicusor-dan-luni-vom-avea-o-prima-schita-a-programului-de-gu,2025-06-04,2025Q3 deficit + reforma economică,1,1_există_cred_spus_momentul
2025-06-04_zamfir-si-buzaianu-au-comentat-conferinta-de-presa-a-lui-nic,2025-06-04,2025Q3 deficit + reforma economică,-1,-1_românia_trebuie_spus_ani
2025-06-05_alocutiunea-presedintelui-romaniei-nicusor-dan-la-forumul-na,2025-06-05,2025Q3 deficit + reforma economică,5,5_românia_național_privește_statului
2025-06-09_nicusor-dan-taxele-pe-tranzactii-bancare-doar-scenarii-guver,2025-06-09,2025Q3 deficit + reforma economică,-1,-1_românia_trebuie_spus_ani
2025-06-10_conferinta-sustinuta-de-presedinta-moldovei-maia-sandu-si-pr,2025-06-10,2025Q3 deficit + reforma economică,0,0_românia_parte_trebuie_spus
2025-06-10_nicusor-dan-a-confirmat-continuarea-sprijinului-romaniei-pen,2025-06-10,2025Q3 deficit + reforma economică,0,0_românia_parte_trebuie_spus
2025-06-10_studio-politic-nicusor-dan-romania-sprijina-aderarea-republi,2025-06-10,2025Q3 deficit + reforma economică,0,0_românia_parte_trebuie_spus
2025-06-11_editie-speciala-nicusor-dan-prezinta-prioritatile-partidelor,2025-06-11,2025Q3 deficit + reforma economică,1,1_există_cred_spus_momentul
2025-06-11_taxele-ultima-optiune-nicusor-dan-prioritatea-taierea-unor-c,2025-06-11,2025Q3 deficit + reforma economică,-1,-1_românia_trebuie_spus_ani
2025-06-20_declaratie-de-presa-sustinuta-de-presedintele-romaniei-nicus,2025-06-20,2025Q3 deficit + reforma economică,1,1_există_cred_spus_momentul
2025-06-25_nicusor-dan-crestem-cheltuielile-de-aparare-pentru-ca-orice,2025-06-25,2025Q3 deficit + reforma economică,-1,-1_românia_trebuie_spus_ani
2025-06-26_declaratia-presedintelui-romaniei-nicusor-dan-dupa-participa,2025-06-26,2025Q3 deficit + reforma economică,-1,-1_românia_trebuie_spus_ani
2025-06-26_nicusor-dan-declaratie-de-la-summitul-nato-digi24v-stiriledi,2025-06-26,2025Q3 deficit + reforma economică,0,0_românia_parte_trebuie_spus
2025-07-14_conferinta-de-presa-sustinuta-de-presedintele-romaniei-nicus_cp-szg,2025-07-14,2025Q3 deficit + reforma economică,1,1_există_cred_spus_momentul
2025-07-14_nicusor-dan-despre-cresterea-tva-digi24-stiriledigi24,2025-07-14,2025Q3 deficit + reforma economică,1,1_există_cred_spus_momentul
2025-07-14_nicusor-dan-despre-introducerea-femicidului-in-legislatia-ro,2025-07-14,2025Q3 deficit + reforma economică,2,2_trebuie_cred_momentul_spus
2025-07-14_nicusor-dan-despre-primele-de-pensionare-de-la-ccr-si-pensii,2025-07-14,2025Q3 deficit + reforma economică,2,2_trebuie_cred_momentul_spus
2025-07-14_nicusor-dan-nu-ne-dorim-sa-avem-rusia-ca-vecin-vom-ajuta-ucr,2025-07-14,2025Q3 deficit + reforma economică,0,0_românia_parte_trebuie_spus
2025-07-15_nicusor-dan-masura-cresterii-tva-putea-sa-nu-fie-luata,2025-07-15,2025Q3 deficit + reforma economică,1,1_există_cred_spus_momentul
2025-07-16_nicusor-dan-despre-femicid-digi24-stiriledigi24,2025-07-16,2025Q3 deficit + reforma economică,2,2_trebuie_cred_momentul_spus
2025-07-16_nicusor-dan-despre-femicid-trebuie-sa-ajungem-sa-transmitem,2025-07-16,2025Q3 deficit + reforma economică,2,2_trebuie_cred_momentul_spus
2025-07-18_declaratia-presedintelui-romaniei-nicusor-dan-si-cancelarul,2025-07-18,2025Q3 deficit + reforma economică,0,0_românia_parte_trebuie_spus
2025-07-18_nicusor-dan-despre-interferentele-rusesti-in-alegerile-prezi,2025-07-18,2025Q3 deficit + reforma economică,4,4_momentul_campania_trebuie_există
2025-07-21_nicusor-dan-despre-influenta-rusiei-in-alegeri-anuntul-impor,2025-07-21,2025Q3 deficit + reforma economică,4,4_momentul_campania_trebuie_există
2025-07-30_nicusor-dan-propune-reguli-noi-privind-cererile-de-pensionar,2025-07-30,2025Q3 deficit + reforma economică,2,2_trebuie_cred_momentul_spus
2025-07-30_ora-14-presedintele-nicusor-dan-sustine-o-conferinta-de-pres,2025-07-30,2025Q3 deficit + reforma economică,2,2_trebuie_cred_momentul_spus
2025-07-31_conferinta-de-presa-sustinuta-de-presedintele-romaniei-nicus_nGAQ5B,2025-07-31,2025Q3 deficit + reforma economică,2,2_trebuie_cred_momentul_spus
2025-07-31_nicusor-dan-despre-valul-de-pensionari-din-justitie-ce-este,2025-07-31,2025Q3 deficit + reforma economică,2,2_trebuie_cred_momentul_spus
2025-08-24_nicusor-dan-mesaj-pentru-ucraina-ucraina-celebreaza-ziua-ind,2025-08-24,2025Q3 deficit + reforma economică,0,0_românia_parte_trebuie_spus
2025-08-26_discursul-presedintelui-romaniei-nicusor-dan-cu-ocazia-reuni,2025-08-26,2025Q3 deficit + reforma economică,0,0_românia_parte_trebuie_spus
2025-08-29_editie-speciala-nicusor-dan-reactioneaza-in-cazul-livratorul,2025-08-29,2025Q3 deficit + reforma economică,-1,-1_românia_trebuie_spus_ani
2025-08-31_nicusor-dan-sunteti-mai-europeni-decat-europenii-si-locul-du,2025-08-31,2025Q3 deficit + reforma economică,-1,-1_românia_trebuie_spus_ani
2025-09-01_nicusor-dan-2025-si-2026-vor-fi-ani-dificili-pentru-romani,2025-09-01,2025Q4 stabilizare + diplomație,1,1_există_cred_spus_momentul
2025-09-02_conferinta-presedintele-romaniei-nicusor-dan-si-presedinta-c,2025-09-02,2025Q4 stabilizare + diplomație,0,0_românia_parte_trebuie_spus
2025-09-03_nicusor-dan-coalitia-de-guvernare-functioneaza-si-va-merge-i,2025-09-03,2025Q4 stabilizare + diplomație,1,1_există_cred_spus_momentul
2025-09-03_nicusor-dan-energia-nucleara-reprezinta-20-din-necesarul-de,2025-09-03,2025Q4 stabilizare + diplomație,-1,-1_românia_trebuie_spus_ani
2025-09-05_nicusor-dan-despre-pensiile-specialilor-au-fost-suprasolicit,2025-09-05,2025Q4 stabilizare + diplomație,2,2_trebuie_cred_momentul_spus
2025-09-05_nicusor-dan-romania-nu-va-trimite-trupe-de-mentinere-a-pacii,2025-09-05,2025Q4 stabilizare + diplomație,0,0_românia_parte_trebuie_spus
2025-09-10_alocutiunea-presedintelui-romaniei-nicusor-dan-sustinuta-in,2025-09-10,2025Q4 stabilizare + diplomație,-1,-1_românia_trebuie_spus_ani
2025-09-10_nicusor-dan-daca-se-va-intampla-si-la-noi-vom-reactiona-la-f,2025-09-10,2025Q4 stabilizare + diplomație,0,0_românia_parte_trebuie_spus
2025-09-11_ce-spune-nicusor-dan-despre-vizita-in-sua-sper-sa-fie-o-vizi,2025-09-11,2025Q4 stabilizare + diplomație,0,0_românia_parte_trebuie_spus
2025-09-11_nicusor-dan-daca-ucraina-cedeaza-romania-ar-fi-vecina-direct,2025-09-11,2025Q4 stabilizare + diplomație,0,0_românia_parte_trebuie_spus
2025-09-11_nicusor-dan-de-zece-ani-romania-e-in-razboiul-hibrid-al-fede,2025-09-11,2025Q4 stabilizare + diplomație,4,4_momentul_campania_trebuie_există
2025-09-11_nicusor-dan-despre-cresterea-aur-in-sondaje-arata-ca-cei-40,2025-09-11,2025Q4 stabilizare + diplomație,3,3_cred_trebuie_oamenii_făcut
2025-09-12_nicusor-dan-romania-de-10-ani-sub-atacul-hibrid-al-rusiei-ab,2025-09-12,2025Q4 stabilizare + diplomație,4,4_momentul_campania_trebuie_există
2025-09-16_nicusor-dan-reactie-dupa-incidentul-din-spatiul-aerian-roman,2025-09-16,2025Q4 stabilizare + diplomație,4,4_momentul_campania_trebuie_există
2025-09-16_nicusor-dan-we-don-t-know-if-the-russian-drone-was-armed,2025-09-16,2025Q4 stabilizare + diplomație,4,4_momentul_campania_trebuie_există
2025-09-25_nicusor-dan-au-fost-80-000-de-atacuri-cibernetice-in-perioad,2025-09-25,2025Q4 stabilizare + diplomație,4,4_momentul_campania_trebuie_există
2025-09-25_nicusor-dan-georgescu-nu-a-fost-un-calaret-singuratic-in-jur,2025-09-25,2025Q4 stabilizare + diplomație,-1,-1_românia_trebuie_spus_ani
2025-09-25_nicusor-dan-nu-vad-rusia-capabila-sa-atace-nato-dar-provocar,2025-09-25,2025Q4 stabilizare + diplomație,0,0_românia_parte_trebuie_spus
2025-09-25_nicusor-dan-primul-interviu-dupa-sedinta-csat-la-digi24,2025-09-25,2025Q4 stabilizare + diplomație,-1,-1_românia_trebuie_spus_ani
2025-09-25_nicusor-dan-primul-interviu-dupa-sedinta-csat-rusia-ramane-i,2025-09-25,2025Q4 stabilizare + diplomație,0,0_românia_parte_trebuie_spus
2025-09-26_nicusor-dan-despre-influenta-sri-in-romania-stiri-b1tv-26-se,2025-09-26,2025Q4 stabilizare + diplomație,-1,-1_românia_trebuie_spus_ani
2025-09-26_nicusor-dan-sri-a-intervenit-in-viata-politica-si-economica,2025-09-26,2025Q4 stabilizare + diplomație,-1,-1_românia_trebuie_spus_ani
2025-09-30_nicusor-dan-a-anuntat-cand-va-desecretiza-sedinta-csat-si-ac,2025-09-30,2025Q4 stabilizare + diplomație,4,4_momentul_campania_trebuie_există
2025-09-30_nicusor-dan-avem-dovada-cu-peschir-banuim-ca-au-fost-20-de-m,2025-09-30,2025Q4 stabilizare + diplomație,4,4_momentul_campania_trebuie_există
2025-09-30_nicusor-dan-despre-aderarea-moldovei-la-ue-poate-fi-facuta-c,2025-09-30,2025Q4 stabilizare + diplomație,0,0_românia_parte_trebuie_spus
2025-09-30_nicusor-dan-despre-anularea-alegerilor-avem-dovada-ca-au-fos,2025-09-30,2025Q4 stabilizare + diplomație,4,4_momentul_campania_trebuie_există
2025-09-30_nicusor-dan-despre-stagiul-militar-voluntar-romania-sa-aiba,2025-09-30,2025Q4 stabilizare + diplomație,-1,-1_românia_trebuie_spus_ani
2025-10-02_nicusor-dan-amenin-area-nu-mai-este-o-chestiune-de-vecinatat,2025-10-02,2025Q4 stabilizare + diplomație,0,0_românia_parte_trebuie_spus
2025-10-02_nicusor-dan-zidul-anti-drone-ar-putea-fi-operational-in-cate,2025-10-02,2025Q4 stabilizare + diplomație,-1,-1_românia_trebuie_spus_ani
2025-10-14_studio-politic-nicusor-dan-vrea-sa-implice-sri-in-lupta-anti,2025-10-14,2025Q4 stabilizare + diplomație,2,2_trebuie_cred_momentul_spus
2025-10-21_nicusor-dan-in-principiu-imi-doresc-un-al-doilea-mandat-la-c,2025-10-21,2025Q4 stabilizare + diplomație,-1,-1_românia_trebuie_spus_ani
2025-10-23_nicusor-dan-avem-un-razboi-hibrid-de-cel-putin-10-ani,2025-10-23,2025Q4 stabilizare + diplomație,6,6_europa_energie_piață_competitivitate
2025-10-23_nicusor-dan-trebuie-sa-ne-echipam-ca-sa-descurajam-rusia-de,2025-10-23,2025Q4 stabilizare + diplomație,0,0_românia_parte_trebuie_spus
2025-10-24_nicusor-dan-a-society-is-defined-by-the-institutions-it-has,2025-10-24,2025Q4 stabilizare + diplomație,5,5_românia_național_privește_statului
2025-10-27_nicusor-dan-catedrala-nationala-simbol-de-speranta-intr-o-pe,2025-10-27,2025Q4 stabilizare + diplomație,5,5_românia_național_privește_statului
2025-11-02_nicusor-dan-reactie-despre-reducerea-numarului-de-militari-a,2025-11-02,2025Q4 stabilizare + diplomație,0,0_românia_parte_trebuie_spus
